Date,WTI,NatGas
9/24/2013,103.13,3.49
9/23/2013,103.59,3.6
9/20/2013,104.67,3.69
9/19/2013,106.39,3.72
9/18/2013,108.07,3.71
9/17/2013,105.42,3.75
9/16/2013,106.59,3.74
9/13/2013,108.21,3.68
9/12/2013,108.6,3.64
9/11/2013,107.56,3.57
9/10/2013,107.39,3.58
9/9/2013,109.52,3.61
9/6/2013,110.53,3.53
9/5/2013,108.37,3.58
9/4/2013,107.23,3.68
9/3/2013,108.54,3.67
9/2/2013,107.65,3.58
8/30/2013,107.65,3.58
8/29/2013,108.8,3.62
8/28/2013,110.1,3.57
8/27/2013,109.01,3.53
8/26/2013,105.92,3.51
8/23/2013,106.42,3.49
8/22/2013,105.03,3.55
8/21/2013,103.85,3.46
8/20/2013,104.96,3.44
8/19/2013,107.1,3.46
8/16/2013,107.46,3.37
8/15/2013,107.33,3.42
8/14/2013,106.85,3.34
8/13/2013,106.83,3.29
8/12/2013,106.11,3.31
8/9/2013,105.97,3.23
8/8/2013,103.4,3.3
8/7/2013,104.37,3.25
8/6/2013,105.3,3.32
8/5/2013,106.56,3.32
8/2/2013,106.94,3.35
8/1/2013,107.89,3.39
7/31/2013,105.03,3.45
7/30/2013,103.08,3.43
7/29/2013,104.55,3.46
7/26/2013,104.7,3.56
7/25/2013,105.49,3.64
7/24/2013,105.39,3.7
7/23/2013,107.23,3.74
7/22/2013,106.91,3.68
7/19/2013,108.05,3.79
7/18/2013,108.04,3.81
7/17/2013,106.48,3.63
7/16/2013,106,3.68
7/15/2013,106.32,3.67
7/12/2013,105.95,3.64
7/11/2013,104.91,3.61
7/10/2013,106.52,3.68
7/9/2013,103.53,3.66
7/8/2013,103.14,3.74
7/5/2013,103.22,3.62
7/4/2013,101.24,3.69
7/3/2013,101.24,3.69
7/2/2013,99.6,3.65
7/1/2013,97.99,3.58
6/28/2013,96.56,3.57
6/27/2013,97.05,3.58
6/26/2013,95.5,3.71
6/25/2013,95.32,3.65
6/24/2013,95.18,3.74
6/21/2013,93.69,3.77
6/20/2013,95.4,3.88
6/19/2013,98.24,3.96
6/18/2013,98.44,3.91
6/17/2013,97.77,3.88
6/14/2013,97.85,3.73
6/13/2013,96.69,3.81
6/12/2013,95.88,3.78
6/11/2013,95.38,3.72
6/10/2013,95.77,3.8
6/7/2013,96.03,3.83
6/6/2013,94.76,3.83
6/5/2013,93.74,4
6/4/2013,93.31,4
6/3/2013,93.45,3.99
5/31/2013,91.97,3.98
5/30/2013,93.61,4.02
5/29/2013,93.13,4.15
5/28/2013,95.01,4.17
5/27/2013,94.15,4.24
5/24/2013,94.15,4.24
5/23/2013,94.25,4.26
5/22/2013,94.28,4.19
5/21/2013,96.16,4.19
5/20/2013,96.71,4.09
5/17/2013,96.02,4.06
5/16/2013,95.16,3.93
5/15/2013,94.3,4.07
5/14/2013,94.21,4.02
5/13/2013,95.17,3.93
5/10/2013,96.04,3.91
5/9/2013,96.39,3.98
5/8/2013,96.62,3.98
5/7/2013,95.62,3.92
5/6/2013,96.16,4.01
5/3/2013,95.61,4.04
5/2/2013,93.99,4.03
5/1/2013,91.03,4.33
4/30/2013,93.46,4.34
4/29/2013,94.5,4.39
4/26/2013,93,4.15
4/25/2013,93.64,4.17
4/24/2013,91.43,4.17
4/23/2013,89.18,4.24
4/22/2013,88.76,4.27
4/19/2013,88.01,4.41
4/18/2013,87.73,4.4
4/17/2013,86.68,4.21
4/16/2013,88.72,4.16
4/15/2013,88.71,4.14
4/12/2013,91.29,4.22
4/11/2013,93.51,4.14
4/10/2013,94.64,4.09
4/9/2013,94.2,4.02
4/8/2013,93.36,4.08
4/5/2013,92.7,4.13
4/4/2013,93.26,3.947
4/3/2013,94.45,3.9
4/2/2013,97.19,3.969
4/1/2013,97.07,4.015
3/29/2013,97.23,4.024
3/28/2013,97.23,4.024
3/27/2013,96.58,4.068
3/26/2013,96.34,3.976
3/25/2013,94.81,3.865
3/22/2013,93.71,3.927
3/21/2013,92.45,3.935
3/20/2013,92.96,3.96
3/19/2013,92.16,3.969
3/18/2013,93.74,3.882
3/15/2013,93.45,3.872
3/14/2013,93.03,3.812
3/13/2013,92.52,3.68
3/12/2013,92.54,3.645
3/11/2013,92.06,3.649
3/8/2013,91.95,3.629
3/7/2013,91.56,3.582
3/6/2013,90.43,3.47
3/5/2013,90.82,3.529
3/4/2013,90.12,3.529
3/1/2013,90.68,3.456
2/28/2013,92.05,3.486
2/27/2013,92.76,3.434
2/26/2013,92.63,3.427
2/25/2013,93.11,3.414
2/22/2013,93.13,3.291
2/21/2013,92.84,3.246
2/20/2013,94.46,3.279
2/19/2013,96.66,3.272
2/18/2013,95.86,3.153
2/15/2013,95.86,3.153
2/14/2013,97.31,3.163
2/13/2013,97.01,3.306
2/12/2013,97.51,3.23
2/11/2013,97.03,3.279
2/8/2013,95.72,3.272
2/7/2013,95.83,3.285
2/6/2013,96.62,3.418
2/5/2013,96.64,3.399
2/4/2013,96.17,3.315
2/1/2013,97.77,3.301
1/31/2013,97.49,3.339
1/30/2013,97.94,3.335
1/29/2013,97.57,3.226
1/28/2013,96.44,3.289
1/25/2013,95.88,3.444
1/24/2013,95.95,3.446
1/23/2013,95.23,3.554
1/22/2013,96.24,3.558
1/21/2013,95.56,3.566
1/18/2013,95.56,3.566
1/17/2013,95.49,3.494
1/16/2013,94.24,3.435
1/15/2013,93.28,3.455
1/14/2013,94.14,3.373
1/11/2013,93.56,3.327
1/10/2013,93.82,3.193
1/9/2013,93.1,3.113
1/8/2013,93.15,3.218
1/7/2013,93.19,3.266
1/4/2013,93.09,3.287
1/3/2013,92.92,3.198
1/2/2013,93.12,3.233
1/1/2013,91.82,3.351
12/31/2012,91.82,3.351
12/28/2012,90.8,3.469
12/27/2012,90.87,3.354
12/26/2012,90.98,3.392
12/25/2012,88.61,3.346
12/24/2012,88.61,3.346
12/21/2012,88.66,3.451
12/20/2012,90.13,3.462
12/19/2012,89.51,3.32
12/18/2012,87.93,3.418
12/17/2012,87.2,3.358
12/14/2012,86.73,3.314
12/13/2012,85.89,3.347
12/12/2012,86.77,3.382
12/11/2012,85.79,3.412
12/10/2012,85.56,3.46
12/7/2012,85.93,3.551
12/6/2012,86.26,3.666
12/5/2012,87.88,3.7
12/4/2012,88.5,3.539
12/3/2012,89.09,3.591
11/30/2012,88.91,3.561
11/29/2012,88.07,3.648
11/28/2012,86.49,3.696
11/27/2012,87.18,3.769
11/26/2012,87.74,3.73
11/23/2012,88.28,3.901
11/22/2012,87.38,3.903
11/21/2012,87.38,3.903
11/20/2012,86.75,3.832
11/19/2012,89.28,3.719
11/16/2012,86.67,3.79
11/15/2012,85.45,3.703
11/14/2012,86.32,3.76
11/13/2012,85.38,3.739
11/12/2012,85.57,3.57
11/9/2012,86.07,3.503
11/8/2012,85.09,3.608
11/7/2012,84.44,3.578
11/6/2012,88.71,3.617
11/5/2012,85.65,3.554
11/2/2012,84.86,3.554
11/1/2012,87.09,3.699
10/31/2012,86.24,3.692
10/30/2012,85.68,3.691
10/29/2012,85.54,3.471
10/26/2012,86.28,3.4
10/25/2012,86.05,3.434
10/24/2012,85.73,3.45
10/23/2012,86.67,3.535
10/22/2012,88.73,3.452
10/19/2012,90.05,3.617
10/18/2012,92.1,3.587
10/17/2012,92.12,3.47
10/16/2012,92.09,3.437
10/15/2012,91.85,3.486
10/12/2012,91.86,3.611
10/11/2012,92.07,3.604
10/10/2012,91.25,3.475
10/9/2012,92.39,3.467
10/8/2012,89.33,3.403
10/5/2012,89.88,3.396
10/4/2012,91.71,3.406
10/3/2012,88.14,3.395
10/2/2012,91.89,3.531
10/1/2012,92.48,3.48
9/28/2012,92.19,3.32
9/27/2012,91.85,3.297
9/26/2012,89.98,3.023
9/25/2012,91.37,2.924
9/24/2012,91.93,2.837
9/21/2012,92.89,2.885
9/20/2012,91.87,2.797
9/19/2012,91.98,2.762
9/18/2012,95.29,2.773
9/17/2012,96.62,2.865
9/14/2012,99,2.943
9/13/2012,98.31,3.037
9/12/2012,97.01,3.063
9/11/2012,97.17,2.992
9/10/2012,96.54,2.812
9/7/2012,96.42,2.682
9/6/2012,95.53,2.776
9/5/2012,95.36,2.795
9/4/2012,95.3,2.854
9/3/2012,96.47,2.799
8/31/2012,96.47,2.799
8/30/2012,94.62,2.748
8/29/2012,95.49,2.634
8/28/2012,96.33,2.614
8/27/2012,95.47,2.653
8/24/2012,96.15,2.702
8/23/2012,96.27,2.802
8/22/2012,97.26,2.826
8/21/2012,96.68,2.775
8/20/2012,95.97,2.776
8/17/2012,96.01,2.719
8/16/2012,95.6,2.724
8/15/2012,94.33,2.748
8/14/2012,93.43,2.834
8/13/2012,92.73,2.729
8/10/2012,92.87,2.77
8/9/2012,93.36,2.945
8/8/2012,93.35,2.933
8/7/2012,93.67,2.964
8/6/2012,92.2,2.908
8/3/2012,91.4,2.877
8/2/2012,87.13,2.92
8/1/2012,88.91,3.171
7/31/2012,88.06,3.209
7/30/2012,89.78,3.214
7/27/2012,90.13,3.01
7/26/2012,89.39,3.105
7/25/2012,88.97,3.07
7/24/2012,88.5,3.187
7/23/2012,88.14,3.117
7/20/2012,91.44,3.081
7/19/2012,92.66,2.999
7/18/2012,89.87,2.973
7/17/2012,89.22,2.796
7/16/2012,88.43,2.801
7/13/2012,87.1,2.874
7/12/2012,86.08,2.874
7/11/2012,85.81,2.853
7/10/2012,83.91,2.737
7/9/2012,85.99,2.883
7/6/2012,84.45,2.776
7/5/2012,87.22,2.945
7/4/2012,87.66,2.899
7/3/2012,87.66,2.899
7/2/2012,83.75,2.824
6/29/2012,84.96,2.824
6/28/2012,77.69,2.722
6/27/2012,80.21,2.774
6/26/2012,79.36,2.767
6/25/2012,79.21,2.694
6/22/2012,79.76,2.625
6/21/2012,78.2,2.582
6/20/2012,81.8,2.517
6/19/2012,84.03,2.545
6/18/2012,83.27,2.635
6/15/2012,84.03,2.467
6/14/2012,83.91,2.495
6/13/2012,82.62,2.185
6/12/2012,83.32,2.232
6/11/2012,82.7,2.218
6/8/2012,84.1,2.299
6/7/2012,84.82,2.274
6/6/2012,85.02,2.421
6/5/2012,84.29,2.446
6/4/2012,83.98,2.415
6/1/2012,83.23,2.326
5/31/2012,86.53,2.422
5/30/2012,87.82,2.418
5/29/2012,90.76,2.429
5/28/2012,90.86,2.568
5/25/2012,90.86,2.568
5/24/2012,90.66,2.647
5/23/2012,89.9,2.737
5/22/2012,91.66,2.707
5/21/2012,92.57,2.609
5/18/2012,91.48,2.742
5/17/2012,92.56,2.594
5/16/2012,92.81,2.618
5/15/2012,93.98,2.5
5/14/2012,94.78,2.431
5/11/2012,96.13,2.509
5/10/2012,97.08,2.487
5/9/2012,96.81,2.465
5/8/2012,97.01,2.393
5/7/2012,97.94,2.336
5/4/2012,98.49,2.279
5/3/2012,102.54,2.34
5/2/2012,105.22,2.253
5/1/2012,106.16,2.371
4/30/2012,104.87,2.285
4/27/2012,104.93,2.186
4/26/2012,104.55,2.036
4/25/2012,104.12,2.068
4/24/2012,103.55,1.975
4/23/2012,103.11,2.007
4/20/2012,103.05,1.927
4/19/2012,102.27,1.907
4/18/2012,102.67,1.951
4/17/2012,104.2,1.951
4/16/2012,102.93,2.016
4/13/2012,102.83,1.981
4/12/2012,103.64,1.983
4/11/2012,102.7,1.984
4/10/2012,101.02,2.031
4/9/2012,102.46,2.107
4/6/2012,103.31,2.089
4/5/2012,103.31,2.089
4/4/2012,101.47,2.141
4/3/2012,104.01,2.187
4/2/2012,105.23,2.152
3/30/2012,103.02,2.126
3/29/2012,102.78,2.149
3/28/2012,105.41,2.191
3/27/2012,107.33,2.208
3/26/2012,107.03,2.226
3/23/2012,106.87,2.275
3/22/2012,105.35,2.269
3/21/2012,107.27,2.36
3/20/2012,105.61,2.335
3/19/2012,108.09,2.351
3/16/2012,107.06,2.326
3/15/2012,105.11,2.279
3/14/2012,105.43,2.284
3/13/2012,106.71,2.299
3/12/2012,106.34,2.269
3/9/2012,107.4,2.324
3/8/2012,106.58,2.272
3/7/2012,106.16,2.302
3/6/2012,104.7,2.356
3/5/2012,106.72,2.355
3/2/2012,106.7,2.484
3/1/2012,108.84,2.463
2/29/2012,107.07,2.616
2/28/2012,106.55,2.519
2/27/2012,108.56,2.446
2/24/2012,109.77,2.55
2/23/2012,107.83,2.621
2/22/2012,106.28,2.643
2/21/2012,105.84,2.626
2/20/2012,103.24,2.684
2/17/2012,103.24,2.684
2/16/2012,102.31,2.567
2/15/2012,101.8,2.425
2/14/2012,100.74,2.532
2/13/2012,100.91,2.431
2/10/2012,98.67,2.477
2/9/2012,99.84,2.477
2/8/2012,98.71,2.448
2/7/2012,98.41,2.472
2/6/2012,96.91,2.55
2/3/2012,97.84,2.499
2/2/2012,96.36,2.554
2/1/2012,97.61,2.382
1/31/2012,98.48,2.503
1/30/2012,98.78,2.713
1/27/2012,99.56,2.678
1/26/2012,99.7,2.605
1/25/2012,99.4,2.729
1/24/2012,98.95,2.554
1/23/2012,99.58,2.525
1/20/2012,98.46,2.343
1/19/2012,100.39,2.322
1/18/2012,100.59,2.472
1/17/2012,100.71,2.488
1/16/2012,98.7,2.67
1/13/2012,98.7,2.67
1/12/2012,99.1,2.697
1/11/2012,100.87,2.774
1/10/2012,102.24,2.941
1/9/2012,101.31,3.011
1/6/2012,101.56,3.062
1/5/2012,101.81,2.98
1/4/2012,103.22,3.096
1/3/2012,102.96,2.993
1/2/2012,98.83,2.989
12/30/2011,98.83,2.989
12/29/2011,99.65,3.027
12/28/2011,99.36,3.084
12/27/2011,101.34,3.112
12/26/2011,99.68,3.114
12/23/2011,99.68,3.114
12/22/2011,99.53,3.169
12/21/2011,98.67,3.155
12/20/2011,97.22,3.128
12/19/2011,93.88,3.096
12/16/2011,93.53,3.127
12/15/2011,93.87,3.127
12/14/2011,94.95,3.136
12/13/2011,100.14,3.279
12/12/2011,97.77,3.254
12/9/2011,99.41,3.317
12/8/2011,98.34,3.457
12/7/2011,100.49,3.421
12/6/2011,101.28,3.487
12/5/2011,100.99,3.461
12/2/2011,100.96,3.584
12/1/2011,100.2,3.648
11/30/2011,100.36,3.55
11/29/2011,99.79,3.633
11/28/2011,98.21,3.364
11/25/2011,96.77,3.542
11/24/2011,96.17,3.46
11/23/2011,96.17,3.46
11/22/2011,98.01,3.415
11/21/2011,96.92,3.399
11/18/2011,97.41,3.316
11/17/2011,98.82,3.41
11/16/2011,102.59,3.344
11/15/2011,99.37,3.404
11/14/2011,98.14,3.458
11/11/2011,98.99,3.584
11/10/2011,97.78,3.649
11/9/2011,95.74,3.652
11/8/2011,96.8,3.745
11/7/2011,95.52,3.696
11/4/2011,94.26,3.783
11/3/2011,94.07,3.778
11/2/2011,92.51,3.749
11/1/2011,92.19,3.781
10/31/2011,93.19,3.934
10/28/2011,93.32,3.923
10/27/2011,93.96,3.524
10/26/2011,90.2,3.59
10/25/2011,93.17,3.658
10/24/2011,91.27,3.604
10/21/2011,87.4,3.629
10/20/2011,85.3,3.63
10/19/2011,86.11,3.586
10/18/2011,88.34,3.553
10/17/2011,86.38,3.688
10/14/2011,86.8,3.703
10/13/2011,84.23,3.531
10/12/2011,85.57,3.489
10/11/2011,85.81,3.616
10/10/2011,85.41,3.541
10/7/2011,82.98,3.481
10/6/2011,82.59,3.598
10/5/2011,79.68,3.57
10/4/2011,75.67,3.638
10/3/2011,77.61,3.617
9/30/2011,79.2,3.666
9/29/2011,82.14,3.747
9/28/2011,81.21,3.759
9/27/2011,84.45,3.827
9/26/2011,80.24,3.782
9/23/2011,79.85,3.701
9/22/2011,80.51,3.705
9/21/2011,85.92,3.73
9/20/2011,86.89,3.798
9/19/2011,85.7,3.829
9/16/2011,87.96,3.809
9/15/2011,89.4,3.878
9/14/2011,88.91,4.039
9/13/2011,90.21,3.98
9/12/2011,88.19,3.885
9/9/2011,87.24,3.915
9/8/2011,89.05,3.98
9/7/2011,89.34,3.94
9/6/2011,86.02,3.938
9/5/2011,86.45,3.872
9/2/2011,86.45,3.872
9/1/2011,88.93,4.05
8/31/2011,88.81,4.054
8/30/2011,88.9,3.909
8/29/2011,87.27,3.857
8/26/2011,85.37,3.931
8/25/2011,85.3,3.931
8/24/2011,85.16,3.922
8/23/2011,85.44,3.993
8/22/2011,84.12,3.889
8/19/2011,82.26,3.94
8/18/2011,82.38,3.892
8/17/2011,87.58,3.933
8/16/2011,86.65,3.932
8/15/2011,87.88,4.024
8/12/2011,85.38,4.06
8/11/2011,85.72,4.108
8/10/2011,82.89,4.003
8/9/2011,79.3,3.994
8/8/2011,81.31,3.935
8/5/2011,86.88,3.941
8/4/2011,86.63,3.941
8/3/2011,91.93,4.09
8/2/2011,93.79,4.155
8/1/2011,94.89,4.188
7/29/2011,95.7,4.145
7/28/2011,97.44,4.244
7/27/2011,97.4,4.37
7/26/2011,99.59,4.37
7/25/2011,99.2,4.386
7/22/2011,99.87,4.399
7/21/2011,99.13,4.395
7/20/2011,98.14,4.5
7/19/2011,97.5,4.533
7/18/2011,95.93,4.546
7/15/2011,97.24,4.546
7/14/2011,95.69,4.378
7/13/2011,98.05,4.403
7/12/2011,97.43,4.333
7/11/2011,95.15,4.288
7/8/2011,96.2,4.205
7/7/2011,98.67,4.133
7/6/2011,96.65,4.217
7/5/2011,96.89,4.363
7/4/2011,94.94,4.311
7/1/2011,94.94,4.311
6/30/2011,95.42,4.374
6/29/2011,94.77,4.315
6/28/2011,92.89,4.357
6/27/2011,90.61,4.256
6/24/2011,91.16,4.229
6/23/2011,91.02,4.193
6/22/2011,95.41,4.317
6/21/2011,93.4,4.388
6/20/2011,93.26,4.317
6/17/2011,93.01,4.325
6/16/2011,94.95,4.412
6/15/2011,94.81,4.577
6/14/2011,99.37,4.581
6/13/2011,97.3,4.646
6/10/2011,99.29,4.757
6/9/2011,101.93,4.674
6/8/2011,100.74,4.847
6/7/2011,99.09,4.831
6/6/2011,99.01,4.827
6/3/2011,100.22,4.707
6/2/2011,100.4,4.794
6/1/2011,100.29,4.629
5/31/2011,102.7,4.666
5/30/2011,100.59,4.518
5/27/2011,100.59,4.518
5/26/2011,100.23,4.326
5/25/2011,101.32,4.379
5/24/2011,99.59,4.345
5/23/2011,97.7,4.346
5/20/2011,99.49,4.23
5/19/2011,98.44,4.094
5/18/2011,100.1,4.198
5/17/2011,96.91,4.182
5/16/2011,97.37,4.318
5/13/2011,99.65,4.246
5/12/2011,98.97,4.194
5/11/2011,98.21,4.181
5/10/2011,103.88,4.246
5/9/2011,102.55,4.154
5/6/2011,97.18,4.235
5/5/2011,99.8,4.261
5/4/2011,109.24,4.577
5/3/2011,111.05,4.67
5/2/2011,113.52,4.693
4/29/2011,113.93,4.698
4/28/2011,112.86,4.571
4/27/2011,112.76,4.377
4/26/2011,112.21,4.387
4/25/2011,112.28,4.389
4/22/2011,112.29,4.412
4/21/2011,112.29,4.412
4/20/2011,111.45,4.31
4/19/2011,108.15,4.262
4/18/2011,107.12,4.138
4/15/2011,109.66,4.204
4/14/2011,108.11,4.212
4/13/2011,107.11,4.141
4/12/2011,106.25,4.098
4/11/2011,109.92,4.108
4/8/2011,112.79,4.041
4/7/2011,110.3,4.057
4/6/2011,108.83,4.146
4/5/2011,108.34,4.231
4/4/2011,108.47,4.289
4/1/2011,107.94,4.362
3/31/2011,106.72,4.389
3/30/2011,104.27,4.355
3/29/2011,104.79,4.24
3/28/2011,103.98,4.374
3/25/2011,105.4,4.403
3/24/2011,105.6,4.244
3/23/2011,105.75,4.335
3/22/2011,104,4.254
3/21/2011,102.33,4.161
3/18/2011,101.07,4.168
3/17/2011,101.42,4.158
3/16/2011,97.98,3.938
3/15/2011,97.18,3.941
3/14/2011,101.19,3.914
3/11/2011,101.16,3.889
3/10/2011,102.7,3.83
3/9/2011,104.38,3.93
3/8/2011,105.02,3.864
3/7/2011,105.44,3.927
3/4/2011,104.42,3.809
3/3/2011,101.91,3.778
3/2/2011,102.23,3.818
3/1/2011,99.63,3.873
2/28/2011,96.97,4.037
2/25/2011,97.88,4.005
2/24/2011,97.28,3.793
2/23/2011,98.1,3.9
2/22/2011,93.57,3.867
2/21/2011,86.2,3.876
2/18/2011,86.2,3.876
2/17/2011,86.36,3.868
2/16/2011,84.99,3.921
2/15/2011,84.32,3.976
2/14/2011,84.81,3.925
2/11/2011,85.58,3.91
2/10/2011,86.73,3.986
2/9/2011,86.71,4.044
2/8/2011,86.94,4.04
2/7/2011,87.48,4.104
2/4/2011,89.03,4.31
2/3/2011,90.54,4.337
2/2/2011,90.86,4.429
2/1/2011,90.77,4.347
1/31/2011,92.19,4.42
1/28/2011,89.34,4.323
1/27/2011,85.64,4.316
1/26/2011,87.33,4.491
1/25/2011,86.19,4.473
1/24/2011,87.87,4.58
1/21/2011,89.11,4.736
1/20/2011,88.86,4.695
1/19/2011,90.86,4.561
1/18/2011,91.38,4.425
1/17/2011,91.54,4.48
1/14/2011,91.54,4.48
1/13/2011,91.4,4.407
1/12/2011,91.86,4.531
1/11/2011,91.11,4.481
1/10/2011,89.25,4.399
1/7/2011,88.03,4.422
1/6/2011,88.38,4.434
1/5/2011,90.3,4.473
1/4/2011,89.38,4.669
1/3/2011,91.55,4.65
12/31/2010,91.38,4.405
12/30/2010,89.84,4.338
12/29/2010,91.12,4.287
12/28/2010,91.49,4.216
12/27/2010,91,4.112
12/24/2010,91.51,4.083
12/23/2010,91.51,4.083
12/22/2010,90.48,4.152
12/21/2010,89.82,4.059
12/20/2010,88.81,4.237
12/17/2010,88.02,4.066
12/16/2010,87.7,4.048
12/15/2010,88.62,4.222
12/14/2010,88.28,4.255
12/13/2010,88.61,4.42
12/10/2010,87.79,4.417
12/9/2010,88.37,4.435
12/8/2010,88.28,4.606
12/7/2010,88.69,4.393
12/6/2010,89.38,4.488
12/3/2010,89.19,4.349
12/2/2010,88,4.343
12/1/2010,86.75,4.269
11/30/2010,84.11,4.18
11/29/2010,85.73,4.21
11/26/2010,83.76,4.399
11/25/2010,83.86,4.267
11/24/2010,83.86,4.267
11/23/2010,81.25,4.264
11/22/2010,81.74,4.271
11/19/2010,81.51,4.164
11/18/2010,81.85,4.007
11/17/2010,80.44,4.03
11/16/2010,82.34,3.818
11/15/2010,84.86,3.845
11/12/2010,84.88,3.799
11/11/2010,87.81,3.927
11/10/2010,87.81,4.046
11/9/2010,86.72,4.21
11/8/2010,87.06,4.088
11/5/2010,86.85,3.937
11/4/2010,86.49,3.856
11/3/2010,84.69,3.836
11/2/2010,83.9,3.87
11/1/2010,82.95,3.832
10/29/2010,81.43,4.038
10/28/2010,82.18,3.89
10/27/2010,81.94,3.292
10/26/2010,82.55,3.354
10/25/2010,82.52,3.317
10/22/2010,81.69,3.332
10/21/2010,80.56,3.368
10/20/2010,81.77,3.539
10/19/2010,79.49,3.513
10/18/2010,83.08,3.431
10/15/2010,81.25,3.535
10/14/2010,82.69,3.657
10/13/2010,83.01,3.696
10/12/2010,81.67,3.629
10/11/2010,82.21,3.601
10/8/2010,82.66,3.651
10/7/2010,81.67,3.617
10/6/2010,83.23,3.865
10/5/2010,82.82,3.743
10/4/2010,81.47,3.727
10/1/2010,81.58,3.797
9/30/2010,79.97,3.872
9/29/2010,77.86,3.962
9/28/2010,76.18,3.837
9/27/2010,76.52,3.8
9/24/2010,76.49,3.881
9/23/2010,75.18,4.019
9/22/2010,74.71,3.966
9/21/2010,73.52,3.919
9/20/2010,74.86,3.822
9/17/2010,73.66,4.024
9/16/2010,74.57,4.062
9/15/2010,76.02,3.995
9/14/2010,76.8,3.966
9/13/2010,77.19,3.938
9/10/2010,76.45,3.883
9/9/2010,74.25,3.768
9/8/2010,74.67,3.814
9/7/2010,74.09,3.852
9/6/2010,74.6,3.939
9/3/2010,74.6,3.939
9/2/2010,75.02,3.751
9/1/2010,73.91,3.762
8/31/2010,71.92,3.816
8/30/2010,74.7,3.812
8/27/2010,75.17,3.651
8/26/2010,73.36,3.817
8/25/2010,72.52,3.871
8/24/2010,71.63,4.039
8/23/2010,73.1,4.066
8/20/2010,73.46,4.117
8/19/2010,74.43,4.171
8/18/2010,75.42,4.239
8/17/2010,75.77,4.267
8/16/2010,75.24,4.228
8/13/2010,75.39,4.328
8/12/2010,75.74,4.296
8/11/2010,78.02,4.326
8/10/2010,80.25,4.297
8/9/2010,81.48,4.309
8/6/2010,80.7,4.467
8/5/2010,82.01,4.598
8/4/2010,82.47,4.737
8/3/2010,82.55,4.639
8/2/2010,81.34,4.701
7/30/2010,78.95,4.923
7/29/2010,78.36,4.827
7/28/2010,76.99,4.774
7/27/2010,77.5,4.675
7/26/2010,78.98,4.612
7/23/2010,78.98,4.58
7/22/2010,79.3,4.643
7/21/2010,76.56,4.513
7/20/2010,77.44,4.59
7/19/2010,76.54,4.51
7/16/2010,76.01,4.519
7/15/2010,76.62,4.586
7/14/2010,77.04,4.306
7/13/2010,77.15,4.354
7/12/2010,74.95,4.388
7/9/2010,76.09,4.402
7/8/2010,75.44,4.399
7/7/2010,74.07,4.565
7/6/2010,71.98,4.682
7/5/2010,72.14,4.687
7/2/2010,72.14,4.687
7/1/2010,72.95,4.854
6/30/2010,75.63,4.616
6/29/2010,75.94,4.548
6/28/2010,78.25,4.717
6/25/2010,78.86,4.861
6/24/2010,76.51,4.748
6/23/2010,76.35,4.804
6/22/2010,77.21,4.756
6/21/2010,77.82,4.873
6/18/2010,77.18,4.997
6/17/2010,76.79,5.162
6/16/2010,77.67,4.978
6/15/2010,76.94,5.189
6/14/2010,75.12,5.006
6/11/2010,73.78,4.781
6/10/2010,75.48,4.647
6/9/2010,74.38,4.677
6/8/2010,71.99,4.808
6/7/2010,71.44,4.916
6/4/2010,71.51,4.797
6/3/2010,74.61,4.69
6/2/2010,72.86,4.424
6/1/2010,72.58,4.248
5/31/2010,73.97,4.341
5/28/2010,73.97,4.341
5/27/2010,74.55,4.294
5/26/2010,71.51,4.155
5/25/2010,68.75,4.051
5/24/2010,70.21,4.017
5/21/2010,70.04,4.035
5/20/2010,68.01,4.106
5/19/2010,69.87,4.158
5/18/2010,69.41,4.342
5/17/2010,70.08,4.398
5/14/2010,71.61,4.312
5/13/2010,74.4,4.339
5/12/2010,75.65,4.284
5/11/2010,76.37,4.131
5/10/2010,76.8,4.17
5/7/2010,75.11,4.015
5/6/2010,77.11,3.929
5/5/2010,79.97,3.991
5/4/2010,82.74,4.013
5/3/2010,86.19,4
4/30/2010,86.15,3.92
4/29/2010,85.17,3.98
4/28/2010,83.22,4.271
4/27/2010,82.44,4.216
4/26/2010,84.2,4.262
4/23/2010,85.12,4.257
4/22/2010,83.7,4.128
4/21/2010,83.68,3.955
4/20/2010,83.45,3.975
4/19/2010,81.45,3.944
4/16/2010,83.24,4.039
4/15/2010,85.51,3.985
4/14/2010,85.84,4.199
4/13/2010,84.05,4.16
4/12/2010,84.34,4.008
4/9/2010,84.92,4.07
4/8/2010,85.39,3.909
4/7/2010,85.88,4.019
4/6/2010,86.84,4.096
4/5/2010,86.62,4.277
4/2/2010,84.87,4.086
4/1/2010,84.87,4.086
3/31/2010,83.76,3.869
3/30/2010,82.37,3.973
3/29/2010,82.17,3.842
3/26/2010,80,3.872
3/25/2010,80.53,3.981
3/24/2010,80.61,4.105
3/23/2010,81.91,4.13
3/22/2010,81.25,4.079
3/19/2010,80.68,4.169
3/18/2010,82.2,4.085
3/17/2010,82.93,4.303
3/16/2010,81.7,4.347
3/15/2010,79.8,4.391
3/12/2010,81.24,4.4
3/11/2010,82.11,4.44
3/10/2010,82.09,4.559
3/9/2010,81.49,4.516
3/8/2010,81.87,4.527
3/5/2010,81.5,4.593
3/4/2010,80.21,4.575
3/3/2010,80.87,4.757
3/2/2010,79.68,4.708
3/1/2010,78.7,4.679
2/26/2010,79.66,4.813
