Date,WTI,NatGas
4/24/2017,49.23,3.07
4/21/2017,49.62,3.1
4/20/2017,50.27,3.16
4/19/2017,50.44,3.19
4/18/2017,52.41,3.15
4/17/2017,52.65,3.16
4/14/2017,53.18,3.23
4/13/2017,53.18,3.23
4/12/2017,53.11,3.19
4/11/2017,53.4,3.15
4/10/2017,53.08,3.24
4/7/2017,52.24,3.26
4/6/2017,51.7,3.33
4/5/2017,51.15,3.27
4/4/2017,51.03,3.29
4/3/2017,50.24,3.13
3/31/2017,50.6,3.19
3/30/2017,50.35,3.19
3/29/2017,49.51,3.18
3/28/2017,48.37,3.1
3/27/2017,47.73,3.05
3/24/2017,47.97,3.08
3/23/2017,47.7,3.05
3/22/2017,48.04,3.01
3/21/2017,47.34,3.09
3/20/2017,48.22,3.04
3/17/2017,48.78,2.95
3/16/2017,48.75,2.9
3/15/2017,48.86,2.98
3/14/2017,47.72,2.94
3/13/2017,48.4,3.04
3/10/2017,48.49,3.01
3/9/2017,49.28,2.97
3/8/2017,50.28,2.9
3/7/2017,53.14,2.82
3/6/2017,53.2,2.9
3/3/2017,53.33,2.83
3/2/2017,52.61,2.8
3/1/2017,53.83,2.8
2/28/2017,54.01,2.77
2/27/2017,54.05,2.69
2/24/2017,53.99,2.63
2/23/2017,54.45,2.62
2/22/2017,53.59,2.59
2/21/2017,54.06,2.56
2/20/2017,53.4,2.83
2/17/2017,53.4,2.83
2/16/2017,53.36,2.85
2/15/2017,53.11,2.93
2/14/2017,53.2,2.91
2/13/2017,52.93,2.94
2/10/2017,53.86,3.03
2/9/2017,53,3.14
2/8/2017,52.34,3.13
2/7/2017,52.17,3.13
2/6/2017,53.01,3.05
2/3/2017,53.83,3.06
2/2/2017,53.54,3.19
2/1/2017,53.88,3.17
1/31/2017,52.81,3.12
1/30/2017,52.63,3.23
1/27/2017,53.17,3.39
1/26/2017,53.78,3.38
1/25/2017,52.75,3.33
1/24/2017,53.18,3.28
1/23/2017,52.75,3.24
1/20/2017,52.42,3.2
1/19/2017,51.37,3.37
1/18/2017,51.08,3.3
1/17/2017,52.48,3.41
1/16/2017,52.37,3.42
1/13/2017,52.37,3.42
1/12/2017,53.01,3.39
1/11/2017,52.25,3.22
1/10/2017,50.82,3.28
1/9/2017,51.96,3.1
1/6/2017,53.99,3.29
1/5/2017,53.76,3.27
1/4/2017,53.26,3.27
1/3/2017,52.33,3.33
1/2/2017,53.72,3.72
12/30/2016,53.72,3.72
12/29/2016,53.77,3.8
12/28/2016,54.06,3.93
12/27/2016,53.9,3.76
12/26/2016,53.02,3.66
12/23/2016,53.02,3.66
12/22/2016,52.95,3.54
12/21/2016,52.49,3.54
12/20/2016,52.23,3.26
12/19/2016,52.12,3.39
12/16/2016,51.9,3.42
12/15/2016,50.9,3.43
12/14/2016,51.04,3.54
12/13/2016,52.98,3.47
12/12/2016,52.83,3.51
12/9/2016,51.5,3.75
12/8/2016,50.84,3.7
12/7/2016,49.77,3.6
12/6/2016,50.93,3.64
12/5/2016,51.79,3.65
12/2/2016,51.68,3.44
12/1/2016,51.06,3.51
11/30/2016,49.44,3.35
11/29/2016,45.23,3.32
11/28/2016,47.08,3.23
11/25/2016,46.06,3.09
11/24/2016,47.96,3.03
11/23/2016,47.96,3.03
11/22/2016,48.03,2.98
11/21/2016,47.49,2.95
11/18/2016,45.69,2.84
11/17/2016,45.42,2.7
11/16/2016,45.57,2.76
11/15/2016,45.81,2.71
11/14/2016,43.32,2.75
11/11/2016,43.41,2.62
11/10/2016,44.66,2.63
11/9/2016,45.27,2.69
11/8/2016,44.98,2.63
11/7/2016,44.89,2.82
11/4/2016,44.07,2.77
11/3/2016,44.66,2.77
11/2/2016,45.34,2.79
11/1/2016,46.67,2.9
10/31/2016,46.86,3.03
10/28/2016,48.7,3.11
10/27/2016,49.72,2.76
10/26/2016,49.18,2.73
10/25/2016,49.96,2.77
10/24/2016,50.52,2.83
10/21/2016,50.85,2.99
10/20/2016,50.43,3.14
10/19/2016,51.6,3.17
10/18/2016,50.29,3.26
10/17/2016,49.94,3.24
10/14/2016,50.35,3.29
10/13/2016,50.44,3.34
10/12/2016,50.18,3.21
10/11/2016,50.79,3.24
10/10/2016,51.35,3.28
10/7/2016,49.81,3.19
10/6/2016,50.44,3.05
10/5/2016,49.83,3.04
10/4/2016,48.69,2.96
10/3/2016,48.81,2.92
9/30/2016,48.24,2.91
9/29/2016,47.83,2.96
9/28/2016,47.05,2.95
9/27/2016,44.67,3
9/26/2016,45.93,3
9/23/2016,44.48,2.96
9/22/2016,46.32,2.99
9/21/2016,45.34,3.06
9/20/2016,43.44,3.05
9/19/2016,43.3,2.93
9/16/2016,43.03,2.95
9/15/2016,43.91,2.93
9/14/2016,43.58,2.89
9/13/2016,44.9,2.91
9/12/2016,46.29,2.92
9/9/2016,45.88,2.8
9/8/2016,47.62,2.81
9/7/2016,45.5,2.68
9/6/2016,44.83,2.72
9/5/2016,44.44,2.79
9/2/2016,44.44,2.79
9/1/2016,43.16,2.79
8/31/2016,44.7,2.89
8/30/2016,46.35,2.83
8/29/2016,46.98,2.85
8/26/2016,47.64,2.87
8/25/2016,47.33,2.85
8/24/2016,46.77,2.8
8/23/2016,48.1,2.76
8/22/2016,47.05,2.68
8/19/2016,48.52,2.58
8/18/2016,48.22,2.67
8/17/2016,46.79,2.62
8/16/2016,46.58,2.62
8/15/2016,45.74,2.59
8/12/2016,44.49,2.59
8/11/2016,43.49,2.55
8/10/2016,41.71,2.56
8/9/2016,42.77,2.62
8/8/2016,43.02,2.75
8/5/2016,41.8,2.77
8/4/2016,41.93,2.83
8/3/2016,40.83,2.84
8/2/2016,39.51,2.73
8/1/2016,40.06,2.77
7/29/2016,41.6,2.88
7/28/2016,41.14,2.87
7/27/2016,41.92,2.67
7/26/2016,42.92,2.71
7/25/2016,43.13,2.75
7/22/2016,44.19,2.78
7/21/2016,44.75,2.69
7/20/2016,44.94,2.66
7/19/2016,44.65,2.73
7/18/2016,45.24,2.72
7/15/2016,45.95,2.76
7/14/2016,45.68,2.73
7/13/2016,44.75,2.74
7/12/2016,46.8,2.73
7/11/2016,44.76,2.7
7/8/2016,45.41,2.8
7/7/2016,45.14,2.78
7/6/2016,47.43,2.79
7/5/2016,46.6,2.76
7/4/2016,48.99,2.99
7/1/2016,48.99,2.99
6/30/2016,48.33,2.92
6/29/2016,49.88,2.86
6/28/2016,47.85,2.92
6/27/2016,46.33,2.72
6/24/2016,47.64,2.66
6/23/2016,50.11,2.7
6/22/2016,49.13,2.68
6/21/2016,48.85,2.77
6/20/2016,49.37,2.75
6/17/2016,47.98,2.62
6/16/2016,46.21,2.58
6/15/2016,48.01,2.6
6/14/2016,48.49,2.6
6/13/2016,48.88,2.59
6/10/2016,49.07,2.56
6/9/2016,50.56,2.62
6/8/2016,51.23,2.47
6/7/2016,50.36,2.47
6/6/2016,49.69,2.47
6/3/2016,48.62,2.4
6/2/2016,49.17,2.41
6/1/2016,49.01,2.38
5/31/2016,49.1,2.29
5/30/2016,49.33,2.17
5/27/2016,49.33,2.17
5/26/2016,49.48,1.96
5/25/2016,49.56,1.99
5/24/2016,48.62,1.98
5/23/2016,48.08,2.06
5/20/2016,47.75,2.06
5/19/2016,48.16,2.04
5/18/2016,48.19,2
5/17/2016,48.31,2.05
5/16/2016,47.72,2.03
5/13/2016,46.21,2.1
5/12/2016,46.7,2.16
5/11/2016,46.23,2.17
5/10/2016,44.66,2.16
5/9/2016,43.44,2.1
5/6/2016,44.66,2.1
5/5/2016,44.32,2.08
5/4/2016,43.78,2.14
5/3/2016,43.65,2.09
5/2/2016,44.78,2.04
4/29/2016,45.92,2.18
4/28/2016,46.03,2.08
4/27/2016,45.33,2
4/26/2016,44.04,2.03
4/25/2016,42.64,2.06
4/22/2016,43.73,2.14
4/21/2016,43.18,2.07
4/20/2016,42.63,2.07
4/19/2016,41.08,2.09
4/18/2016,39.78,1.94
4/15/2016,40.36,1.9
4/14/2016,41.5,1.97
4/13/2016,41.76,2.04
4/12/2016,42.17,2
4/11/2016,40.36,1.91
4/8/2016,39.72,1.99
4/7/2016,37.26,2.02
4/6/2016,37.75,1.91
4/5/2016,35.89,1.95
4/4/2016,35.7,2
4/1/2016,36.79,1.96
3/31/2016,38.34,1.96
3/30/2016,38.32,2
3/29/2016,38.28,1.9
3/28/2016,39.39,1.85
3/25/2016,39.46,1.81
3/24/2016,39.46,1.81
3/23/2016,39.79,1.79
3/22/2016,41.45,1.86
3/21/2016,39.91,1.83
3/18/2016,39.44,1.91
3/17/2016,40.2,1.94
3/16/2016,38.46,1.87
3/15/2016,36.34,1.85
3/14/2016,37.18,1.82
3/11/2016,38.5,1.82
3/10/2016,37.84,1.79
3/9/2016,38.29,1.75
3/8/2016,36.5,1.71
3/7/2016,37.9,1.69
3/4/2016,35.92,1.67
3/3/2016,34.57,1.64
3/2/2016,34.66,1.68
3/1/2016,34.4,1.74
2/29/2016,33.75,1.71
2/26/2016,32.78,1.79
2/25/2016,33.07,1.71
2/24/2016,32.15,1.78
2/23/2016,31.87,1.78
2/22/2016,31.48,1.82
2/19/2016,29.64,1.8
2/18/2016,30.77,1.85
2/17/2016,30.66,1.94
2/16/2016,29.04,1.9
2/15/2016,29.44,1.97
2/12/2016,29.44,1.97
2/11/2016,26.21,1.99
2/10/2016,27.45,2.05
2/9/2016,27.94,2.1
2/8/2016,29.69,2.14
2/5/2016,30.89,2.06
2/4/2016,31.72,1.97
2/3/2016,32.28,2.04
2/2/2016,29.88,2.03
2/1/2016,31.62,2.15
1/29/2016,33.62,2.3
1/28/2016,33.22,2.18
1/27/2016,32.3,2.19
1/26/2016,31.45,2.18
1/25/2016,30.34,2.16
1/22/2016,32.19,2.14
1/21/2016,29.53,2.14
1/20/2016,26.55,2.12
1/19/2016,28.46,2.09
1/18/2016,29.42,2.1
1/15/2016,29.42,2.1
1/14/2016,31.2,2.14
1/13/2016,30.48,2.27
1/12/2016,30.44,2.26
1/11/2016,31.41,2.4
1/8/2016,33.16,2.47
1/7/2016,33.27,2.38
1/6/2016,33.97,2.27
1/5/2016,35.97,2.33
1/4/2016,36.76,2.33
1/1/2016,37.04,2.34
12/31/2015,37.04,2.34
12/30/2015,36.6,2.21
12/29/2015,37.87,2.37
12/28/2015,36.81,2.23
12/25/2015,38.1,2.03
12/24/2015,38.1,2.03
12/23/2015,37.5,1.98
12/22/2015,36.14,1.89
12/21/2015,34.74,1.91
12/18/2015,34.73,1.77
12/17/2015,34.95,1.76
12/16/2015,35.52,1.79
12/15/2015,37.35,1.82
12/14/2015,36.31,1.89
12/11/2015,35.62,1.99
12/10/2015,36.76,2.02
12/9/2015,37.16,2.06
12/8/2015,37.51,2.07
12/7/2015,37.65,2.07
12/4/2015,39.97,2.19
12/3/2015,41.08,2.18
12/2/2015,39.94,2.17
12/1/2015,41.85,2.23
11/30/2015,41.65,2.24
11/27/2015,41.71,2.21
11/26/2015,43.04,2.21
11/25/2015,43.04,2.21
11/24/2015,42.87,2.2
11/23/2015,41.75,2.21
11/20/2015,40.39,2.15
11/19/2015,40.54,2.28
11/18/2015,40.75,2.35
11/17/2015,40.67,2.37
11/16/2015,41.74,2.39
11/13/2015,40.74,2.36
11/12/2015,41.75,2.26
11/11/2015,42.93,2.26
11/10/2015,44.21,2.32
11/9/2015,43.87,2.3
11/6/2015,44.29,2.37
11/5/2015,45.2,2.36
11/4/2015,46.32,2.26
11/3/2015,47.9,2.25
11/2/2015,46.14,2.26
10/30/2015,46.59,2.32
10/29/2015,46.06,2.26
10/28/2015,45.94,2.03
10/27/2015,43.2,2.09
10/26/2015,43.98,2.06
10/23/2015,44.6,2.29
10/22/2015,45.38,2.39
10/21/2015,45.2,2.4
10/20/2015,45.55,2.48
10/19/2015,45.89,2.44
10/16/2015,47.26,2.43
10/15/2015,46.38,2.45
10/14/2015,46.64,2.52
10/13/2015,46.66,2.5
10/12/2015,47.1,2.54
10/9/2015,49.63,2.5
10/8/2015,49.43,2.5
10/7/2015,47.81,2.47
10/6/2015,48.53,2.47
10/5/2015,46.26,2.45
10/2/2015,45.54,2.45
10/1/2015,44.74,2.43
9/30/2015,45.09,2.52
9/29/2015,45.23,2.59
9/28/2015,44.43,2.56
9/25/2015,45.7,2.56
9/24/2015,44.91,2.59
9/23/2015,44.48,2.57
9/22/2015,45.83,2.58
9/21/2015,46.68,2.57
9/18/2015,44.68,2.61
9/17/2015,46.9,2.65
9/16/2015,47.15,2.66
9/15/2015,44.59,2.73
9/14/2015,44,2.76
9/11/2015,44.63,2.69
9/10/2015,45.92,2.68
9/9/2015,44.15,2.65
9/8/2015,45.94,2.71
9/7/2015,46.05,2.66
9/4/2015,46.05,2.66
9/3/2015,46.75,2.73
9/2/2015,46.25,2.65
9/1/2015,45.41,2.7
8/31/2015,49.2,2.69
8/28/2015,45.22,2.72
8/27/2015,42.56,2.64
8/26/2015,38.6,2.69
8/25/2015,39.31,2.69
8/24/2015,38.24,2.65
8/21/2015,40.45,2.68
8/20/2015,41.14,2.76
8/19/2015,40.8,2.72
8/18/2015,42.62,2.7
8/17/2015,41.87,2.73
8/14/2015,42.5,2.8
8/13/2015,42.23,2.79
8/12/2015,43.3,2.93
8/11/2015,43.08,2.84
8/10/2015,44.96,2.84
8/7/2015,43.87,2.8
8/6/2015,44.66,2.81
8/5/2015,45.15,2.8
8/4/2015,45.74,2.81
8/3/2015,45.17,2.75
7/31/2015,47.12,2.72
7/30/2015,48.52,2.77
7/29/2015,48.79,2.89
7/28/2015,47.98,2.82
7/27/2015,47.39,2.79
7/24/2015,48.14,2.78
7/23/2015,48.45,2.82
7/22/2015,49.19,2.9
7/21/2015,50.36,2.88
7/20/2015,50.15,2.82
7/17/2015,50.89,2.87
7/16/2015,50.91,2.85
7/15/2015,51.41,2.92
7/14/2015,53.04,2.84
7/13/2015,52.2,2.86
7/10/2015,52.74,2.77
7/9/2015,52.78,2.73
7/8/2015,51.65,2.69
7/7/2015,52.33,2.72
7/6/2015,52.53,2.76
7/3/2015,56.93,2.82
7/2/2015,56.93,2.82
7/1/2015,56.96,2.78
6/30/2015,59.47,2.83
6/29/2015,58.33,2.81
6/26/2015,59.63,2.77
6/25/2015,59.7,2.85
6/24/2015,60.27,2.76
6/23/2015,61.01,2.73
6/22/2015,59.68,2.73
6/19/2015,59.61,2.82
6/18/2015,60.45,2.78
6/17/2015,59.92,2.86
6/16/2015,59.97,2.89
6/15/2015,59.52,2.89
6/12/2015,59.96,2.75
6/11/2015,60.77,2.83
6/10/2015,61.43,2.89
6/9/2015,60.14,2.85
6/8/2015,58.14,2.71
6/5/2015,59.13,2.59
6/4/2015,58,2.63
6/3/2015,59.64,2.63
6/2/2015,61.26,2.7
6/1/2015,60.2,2.65
5/29/2015,60.3,2.64
5/28/2015,57.68,2.71
5/27/2015,57.51,2.82
5/26/2015,58.03,2.82
5/25/2015,59.72,2.89
5/22/2015,59.72,2.89
5/21/2015,60.72,2.95
5/20/2015,58.98,2.92
5/19/2015,57.26,2.95
5/18/2015,59.43,3.01
5/15/2015,59.69,3.02
5/14/2015,59.88,3.01
5/13/2015,60.5,2.94
5/12/2015,60.75,2.9
5/11/2015,59.25,2.8
5/8/2015,59.39,2.88
5/7/2015,58.94,2.73
5/6/2015,60.93,2.78
5/5/2015,60.4,2.78
5/4/2015,58.93,2.82
5/1/2015,59.15,2.78
4/30/2015,59.63,2.75
4/29/2015,58.58,2.61
4/28/2015,57.06,2.52
4/27/2015,56.99,2.49
4/24/2015,57.15,2.53
4/23/2015,57.74,2.53
4/22/2015,56.16,2.61
4/21/2015,55.26,2.58
4/20/2015,56.38,2.54
4/17/2015,55.74,2.63
4/16/2015,56.71,2.68
4/15/2015,56.39,2.61
4/14/2015,53.29,2.53
4/13/2015,51.91,2.51
4/10/2015,51.64,2.51
4/9/2015,50.79,2.53
4/8/2015,50.42,2.62
4/7/2015,53.98,2.68
4/6/2015,52.14,2.65
4/3/2015,49.14,2.71
4/2/2015,49.14,2.71
4/1/2015,50.09,2.61
3/31/2015,47.6,2.64
3/30/2015,48.68,2.64
3/27/2015,48.87,2.59
3/26/2015,51.43,2.67
3/25/2015,49.21,2.72
3/24/2015,47.51,2.79
3/23/2015,47.45,2.73
3/20/2015,45.72,2.79
3/19/2015,43.96,2.81
3/18/2015,44.66,2.92
3/17/2015,43.46,2.86
3/16/2015,43.88,2.72
3/13/2015,44.84,2.73
3/12/2015,47.05,2.73
3/11/2015,48.17,2.82
3/10/2015,48.29,2.73
3/9/2015,50,2.68
3/6/2015,49.61,2.84
3/5/2015,50.76,2.84
3/4/2015,51.53,2.77
3/3/2015,50.52,2.71
3/2/2015,49.59,2.7
2/27/2015,49.76,2.73
2/26/2015,48.17,2.7
2/25/2015,50.99,2.89
2/24/2015,49.28,2.9
2/23/2015,49.45,2.88
2/20/2015,50.34,2.95
2/19/2015,51.16,2.83
2/18/2015,52.14,2.83
2/17/2015,53.53,2.76
2/16/2015,52.78,2.8
2/13/2015,52.78,2.8
2/12/2015,51.21,2.71
2/11/2015,48.84,2.8
2/10/2015,50.02,2.68
2/9/2015,52.86,2.6
2/6/2015,51.69,2.58
2/5/2015,50.48,2.6
2/4/2015,48.45,2.66
2/3/2015,53.05,2.75
2/2/2015,49.57,2.68
1/30/2015,48.24,2.69
1/29/2015,44.53,2.72
1/28/2015,44.45,2.87
1/27/2015,46.23,2.98
1/26/2015,45.15,2.88
1/23/2015,45.59,2.99
1/22/2015,46.31,2.84
1/21/2015,47.78,2.97
1/20/2015,46.39,2.83
1/19/2015,48.69,3.13
1/16/2015,48.69,3.13
1/15/2015,46.25,3.16
1/14/2015,48.48,3.23
1/13/2015,45.89,2.94
1/12/2015,46.07,2.8
1/9/2015,48.36,2.95
1/8/2015,48.79,2.93
1/7/2015,48.65,2.87
1/6/2015,47.93,2.94
1/5/2015,50.04,2.88
1/2/2015,52.69,3
1/1/2015,53.27,2.89
12/31/2014,53.27,2.89
12/30/2014,54.12,3.09
12/29/2014,53.61,3.19
12/26/2014,54.73,3.01
12/25/2014,55.84,3.03
12/24/2014,55.84,3.03
12/23/2014,57.12,3.17
12/22/2014,55.26,3.14
12/19/2014,56.52,3.46
12/18/2014,54.11,3.64
12/17/2014,56.47,3.7
12/16/2014,55.93,3.62
12/15/2014,55.91,3.72
12/12/2014,57.81,3.8
12/11/2014,59.95,3.63
12/10/2014,60.94,3.71
12/9/2014,63.82,3.65
12/8/2014,63.05,3.6
12/5/2014,65.84,3.8
12/4/2014,66.81,3.65
12/3/2014,67.38,3.81
12/2/2014,66.88,3.87
12/1/2014,69,4.01
11/28/2014,66.15,4.09
11/27/2014,73.69,4.36
11/26/2014,73.69,4.36
11/25/2014,74.09,4.28
11/24/2014,75.78,4.15
11/21/2014,76.51,4.27
11/20/2014,75.58,4.49
11/19/2014,74.58,4.37
11/18/2014,74.61,4.24
11/17/2014,75.64,4.34
11/14/2014,75.82,4.02
11/13/2014,74.21,3.98
11/12/2014,77.18,4.19
11/11/2014,77.94,4.25
11/10/2014,77.4,4.26
11/7/2014,78.65,4.41
11/6/2014,77.91,4.4
11/5/2014,78.68,4.19
11/4/2014,77.19,4.13
11/3/2014,78.78,4.05
10/31/2014,80.54,3.87
10/30/2014,81.12,3.83
10/29/2014,82.2,3.73
10/28/2014,81.42,3.65
10/27/2014,81,3.56
10/24/2014,81.01,3.62
10/23/2014,82.09,3.62
10/22/2014,80.52,3.66
10/21/2014,82.81,3.71
10/20/2014,82.71,3.67
10/17/2014,82.75,3.77
10/16/2014,82.7,3.8
10/15/2014,81.78,3.8
10/14/2014,81.84,3.82
10/13/2014,85.74,3.92
10/10/2014,85.82,3.86
10/9/2014,85.77,3.85
10/8/2014,87.31,3.86
10/7/2014,88.85,3.96
10/6/2014,90.34,3.9
10/3/2014,89.74,4.04
10/2/2014,91.01,3.93
10/1/2014,90.73,4.02
9/30/2014,91.16,4.12
9/29/2014,94.57,4.15
9/26/2014,93.54,3.98
9/25/2014,92.53,3.97
9/24/2014,92.8,3.91
9/23/2014,91.56,3.82
9/22/2014,91.52,3.85
9/19/2014,92.41,3.84
9/18/2014,93.07,3.91
9/17/2014,94.42,4.01
9/16/2014,94.88,4
9/15/2014,92.92,3.93
9/12/2014,92.27,3.86
9/11/2014,92.83,3.82
9/10/2014,91.67,3.95
9/9/2014,92.75,3.98
9/8/2014,92.66,3.88
9/5/2014,93.29,3.79
9/4/2014,94.45,3.82
9/3/2014,95.54,3.85
9/2/2014,92.88,3.89
9/1/2014,95.96,4.07
8/29/2014,95.96,4.07
8/28/2014,94.55,4.04
8/27/2014,93.88,3.96
8/26/2014,93.86,3.91
8/25/2014,93.35,3.94
8/22/2014,93.65,3.84
8/21/2014,93.96,3.89
8/20/2014,96.07,3.82
8/19/2014,94.48,3.88
8/18/2014,96.41,3.79
8/15/2014,97.35,3.78
8/14/2014,95.58,3.91
8/13/2014,97.59,3.83
8/12/2014,97.37,3.97
8/11/2014,98.08,3.97
8/8/2014,97.65,3.96
8/7/2014,97.34,3.88
8/6/2014,96.92,3.93
8/5/2014,97.38,3.9
8/4/2014,98.29,3.83
8/1/2014,97.88,3.8
7/31/2014,98.17,3.84
7/30/2014,100.27,3.79
7/29/2014,100.97,3.81
7/28/2014,101.67,3.75
7/25/2014,102.09,3.78
7/24/2014,102.07,3.85
7/23/2014,103.12,3.76
7/22/2014,104.42,3.77
7/21/2014,104.59,3.85
7/18/2014,103.13,3.95
7/17/2014,103.19,3.95
7/16/2014,101.2,4.12
7/15/2014,99.96,4.1
7/14/2014,100.91,4.15
7/11/2014,100.83,4.15
7/10/2014,102.93,4.12
7/9/2014,102.29,4.17
7/8/2014,103.4,4.2
7/7/2014,103.53,4.23
7/4/2014,104.06,4.41
7/3/2014,104.06,4.41
7/2/2014,104.48,4.36
7/1/2014,105.34,4.46
6/30/2014,105.37,4.46
6/27/2014,105.74,4.41
6/26/2014,105.84,4.4
6/25/2014,106.5,4.55
6/24/2014,106.03,4.54
6/23/2014,106.17,4.45
6/20/2014,107.26,4.53
6/19/2014,106.43,4.58
6/18/2014,105.97,4.66
6/17/2014,106.36,4.71
6/16/2014,106.9,4.71
6/13/2014,106.91,4.74
6/12/2014,106.53,4.76
6/11/2014,104.4,4.51
6/10/2014,104.35,4.53
6/9/2014,104.41,4.65
6/6/2014,102.66,4.71
6/5/2014,102.48,4.7
6/4/2014,102.64,4.64
6/3/2014,102.66,4.63
6/2/2014,102.47,4.61
5/30/2014,102.71,4.54
5/29/2014,103.58,4.56
5/28/2014,102.72,4.62
5/27/2014,104.11,4.51
5/26/2014,104.35,4.41
5/23/2014,104.35,4.41
5/22/2014,103.74,4.36
5/21/2014,104.07,4.47
5/20/2014,102.44,4.55
5/19/2014,102.61,4.47
5/16/2014,102.02,4.41
5/15/2014,101.5,4.47
5/14/2014,102.37,4.37
5/13/2014,101.7,4.36
5/12/2014,100.59,4.43
5/9/2014,99.99,4.53
5/8/2014,100.26,4.57
5/7/2014,100.77,4.74
5/6/2014,99.5,4.8
5/5/2014,99.48,4.69
5/2/2014,99.76,4.67
5/1/2014,99.42,4.72
4/30/2014,99.74,4.82
4/29/2014,101.28,4.83
4/28/2014,100.84,4.8
4/25/2014,100.6,4.65
4/24/2014,101.94,4.71
4/23/2014,101.44,4.73
4/22/2014,102.13,4.74
4/21/2014,104.37,4.7
4/18/2014,104.3,4.74
4/17/2014,104.3,4.74
4/16/2014,103.76,4.53
4/15/2014,103.75,4.57
4/14/2014,104.05,4.56
4/11/2014,103.74,4.62
4/10/2014,103.4,4.66
4/9/2014,103.6,4.59
4/8/2014,102.56,4.53
4/7/2014,100.44,4.48
4/4/2014,101.14,4.44
4/3/2014,100.29,4.47
4/2/2014,99.62,4.36
4/1/2014,99.74,4.28
3/31/2014,101.58,4.37
3/28/2014,101.67,4.49
3/27/2014,101.28,4.58
3/26/2014,100.26,4.4
3/25/2014,99.19,4.41
3/24/2014,99.6,4.28
3/21/2014,99.46,4.31
3/20/2014,99.43,4.37
3/19/2014,100.37,4.48
3/18/2014,99.7,4.46
3/17/2014,98.08,4.54
3/14/2014,98.89,4.43
3/13/2014,98.2,4.38
3/12/2014,97.99,4.49
3/11/2014,100.03,4.61
3/10/2014,101.12,4.65
3/7/2014,102.58,4.62
3/6/2014,101.56,4.66
3/5/2014,101.45,4.52
3/4/2014,103.33,4.67
3/3/2014,104.92,4.49
2/28/2014,102.59,4.61
2/27/2014,102.4,4.51
2/26/2014,102.59,4.86
2/25/2014,101.83,5.1
2/24/2014,102.82,5.45
2/21/2014,102.2,6.14
2/20/2014,102.92,6.06
2/19/2014,103.31,6.15
2/18/2014,102.43,5.55
2/17/2014,100.3,5.21
2/14/2014,100.3,5.21
2/13/2014,100.35,5.22
2/12/2014,100.37,4.82
2/11/2014,99.94,4.82
2/10/2014,100.06,4.58
2/7/2014,99.88,4.78
2/6/2014,97.84,4.93
2/5/2014,97.38,5.03
2/4/2014,97.19,5.38
2/3/2014,96.43,4.91
1/31/2014,97.49,4.94
1/30/2014,98.23,5.01
1/29/2014,97.36,5.56
1/28/2014,97.41,5.03
1/27/2014,95.72,4.85
1/24/2014,96.64,5.18
1/23/2014,97.32,4.73
1/22/2014,96.73,4.69
1/21/2014,94.99,4.43
1/20/2014,94.37,4.33
1/17/2014,94.37,4.33
1/16/2014,93.96,4.38
1/15/2014,94.17,4.33
1/14/2014,92.59,4.37
1/13/2014,91.8,4.27
1/10/2014,92.72,4.05
1/9/2014,91.66,4.01
1/8/2014,92.33,4.22
1/7/2014,93.67,4.3
1/6/2014,93.43,4.31
1/3/2014,93.96,4.3
1/2/2014,95.44,4.32
1/1/2014,98.42,4.23
12/31/2013,98.42,4.23
12/30/2013,99.29,4.43
12/27/2013,100.32,4.41
12/26/2013,99.55,4.43
12/25/2013,99.22,4.42
12/24/2013,99.22,4.42
12/23/2013,98.91,4.46
12/20/2013,99.32,4.42
12/19/2013,98.77,4.46
12/18/2013,97.8,4.25
12/17/2013,97.22,4.29
12/16/2013,97.48,4.28
12/13/2013,96.6,4.35
12/12/2013,97.5,4.41
12/11/2013,97.44,4.34
12/10/2013,98.51,4.24
12/9/2013,97.34,4.23
12/6/2013,97.65,4.11
12/5/2013,97.38,4.13
12/4/2013,97.2,3.96
12/3/2013,96.04,3.98
12/2/2013,93.82,3.99
11/29/2013,92.72,3.95
11/28/2013,92.3,3.9
11/27/2013,92.3,3.9
11/26/2013,93.68,3.82
11/25/2013,94.09,3.79
11/22/2013,94.84,3.77
11/21/2013,95.44,3.7
11/20/2013,93.33,3.67
11/19/2013,93.34,3.56
11/18/2013,93.03,3.62
11/15/2013,93.84,3.66
11/14/2013,93.76,3.61
11/13/2013,93.88,3.57
11/12/2013,93.04,3.62
11/11/2013,95.14,3.57
11/8/2013,94.6,3.56
11/7/2013,94.2,3.52
11/6/2013,94.8,3.5
11/5/2013,93.37,3.47
11/4/2013,94.62,3.45
11/1/2013,94.61,3.51
10/31/2013,96.38,3.58
10/30/2013,96.77,3.62
10/29/2013,98.2,3.5
10/28/2013,98.68,3.57
10/25/2013,97.85,3.71
10/24/2013,97.11,3.63
10/23/2013,96.86,3.62
10/22/2013,97.8,3.58
10/21/2013,99.22,3.67
10/18/2013,100.81,3.76
10/17/2013,100.67,3.76
10/16/2013,102.29,3.77
10/15/2013,101.21,3.79
10/14/2013,102.41,3.82
10/11/2013,102.02,3.78
10/10/2013,103.01,3.72
10/9/2013,101.61,3.68
10/8/2013,103.49,3.72
10/7/2013,103.03,3.63
10/4/2013,103.84,3.51
10/3/2013,103.31,3.5
10/2/2013,104.1,3.54
10/1/2013,102.04,3.61
9/30/2013,102.33,3.56
9/27/2013,102.87,3.59
9/26/2013,103.03,3.5
9/25/2013,102.66,3.49
